,invoice_no,invoice_amount
16010,521646,1725.6499999999999
16026,521665,744.37
16035,521689,1620.0
16036,521691,1365.1599999999999
16037,521692,1374.46
16038,521693,701.7
16050,521765,600.2
16052,521767,616.73
16056,521771,941.8
16079,521795,1426.24
16090,521813,946.1800000000001
16096,521821,745.9
16097,521822,1948.74
16098,521829,737.3
16099,521839,731.33
16104,521866,750.82
16110,521888,1895.0
16135,521921,1095.37
16136,521922,642.52
16142,521928,725.7
16146,521932,1509.98
16158,521946,715.24
16161,521949,1438.75
16180,521982,979.1999999999999
16192,522025,1172.1399999999999
16196,522029,675.17
16200,522041,876.54
16202,522043,1284.34
16205,522047,1479.93
16217,522059,777.55
16230,522075,646.66
16237,522082,601.32
16241,522086,644.15
16242,522087,773.91
16253,522098,1387.5
16263,522109,990.2
16278,522124,3845.04
16286,522132,4847.5199999999995
16287,522133,765.0
16293,522139,1398.0
16299,522145,676.8000000000001
16307,522166,1159.08
16308,522169,1000.0799999999999
16321,522250,993.49
16330,522274,748.8000000000001
16344,522289,1633.1200000000001
16349,522298,1181.89
16353,522309,634.28
16354,522310,717.57
16355,522315,1004.88
16360,522327,691.46
16361,522328,596.63
16369,522337,1244.7
16371,522339,672.85
16377,522410,858.0
16380,522415,857.8
16388,522424,765.29
16393,522429,1236.03
16418,522457,682.78
16421,522460,656.4
16425,522464,1504.24
16439,522501,827.88
16440,522502,712.64
16449,522513,5099.44
16460,522553,1809.35
16467,522582,4422.25
16476,522591,1017.47
16485,522600,974.4
16491,522606,1260.51
16502,522620,983.47
16504,522622,1197.6399999999999
16506,522624,1866.98
16508,522626,2576.88
16513,522631,1014.1800000000001
16516,522636,625.6800000000001
16521,522641,594.07
16525,522651,973.69
16526,522662,1282.8
16529,522703,968.25
16535,522720,848.79
16537,522723,632.22
16555,522750,678.8
16570,522773,1259.48
16577,522792,3485.31
16579,522796,10468.8
16581,522798,2769.9
16590,522808,641.2
16592,522810,734.5
16596,522814,981.0
16598,522816,893.0
16605,522824,797.14
16606,522825,1620.66
16607,522826,617.98
16617,522858,1280.21
16618,522863,829.2
16620,522885,773.6899999999999
16635,522914,1478.53
16637,522917,964.21
16644,522934,1512.0
16649,522940,730.8
16652,522943,980.25
16659,522953,2060.2599999999998
16669,522963,822.9300000000001
16684,522978,630.47
16687,522981,1201.32
16688,522982,704.63
16692,522986,684.35
16693,522987,1671.18
16694,522988,807.02
16715,523009,872.48
16716,523010,3000.7200000000003
16717,523011,3013.02
16720,523014,1854.95
16723,523017,1047.6100000000001
16729,523023,1331.18
16730,523033,1119.6599999999999
16731,523059,664.82
16732,523062,887.8
16739,523115,658.83
16747,523124,1439.04
16758,523135,1377.12
16767,523150,1259.62
16771,523156,595.06
16774,523161,1559.33
16779,523166,3707.4
16785,523175,1180.03
16787,523179,775.2
16793,523188,759.58
16797,523194,1013.58
16798,523195,1676.3600000000001
16803,523200,3231.27
16808,523205,670.78
16811,523208,1602.72
16813,523213,672.59
16820,523285,881.6
16824,523289,862.0
16827,523297,885.0
16831,523302,759.17
16835,523307,1001.47
16836,523308,1234.02
16839,523311,5242.84
16841,523313,1735.4099999999999
16843,523315,1980.0
16854,523326,817.1
16860,523332,6572.43
16866,523338,2487.2
16870,523342,619.6800000000001
16871,523343,1238.55
16872,523344,866.56
16874,523346,1318.83
16881,523354,856.01
16883,523356,1251.2
16886,523359,885.0
16887,523360,691.0600000000001
16888,523361,729.64
16894,523367,643.46
16896,523369,696.26
16905,523391,942.0
16929,523448,1011.86
16940,523508,968.27
16948,523516,1089.6
16968,523536,643.86
16969,523537,647.1800000000001
16970,523538,1109.92
16973,523541,901.42
16977,523551,780.06
17001,523576,2803.2
17004,523580,1088.6399999999999
17005,523581,1101.6
17006,523582,1576.8
17007,523583,594.6999999999999
17014,523591,1130.98
17015,523592,1027.04
17020,523612,1192.92
17023,523615,1182.8600000000001
17026,523626,916.84
17032,523638,668.51
17041,523649,722.5600000000001
17044,523652,889.44
17047,523655,2268.64
17048,523656,684.15
17049,523658,712.12
17051,523660,837.43
17052,523661,876.01
17060,523696,1141.78
17061,523709,2095.5
17062,523710,667.65
17064,523713,2344.7
17066,523719,635.34
17072,523728,1071.66
17073,523729,690.0
17074,523730,619.0
17092,523748,632.31
17109,523766,1397.08
17111,523768,2573.64
17123,523835,708.28
17132,523864,668.64
17133,523865,605.68
17135,523867,786.88
17136,523868,794.59
17145,523881,1343.44
17149,523887,1016.05
17151,523889,770.34
17155,523893,837.26
17163,523911,1375.47
17173,523921,14662.58
17174,523922,972.11
17176,523924,1541.7
17181,523929,8880.42
17198,523946,989.63
17201,523949,611.67
17206,523955,714.4000000000001
17211,523960,603.46
17215,523964,717.3
17216,523965,659.68
17232,523989,2154.15
17236,523994,851.65
17238,523996,944.04
17251,524010,678.6
17252,524011,660.0
17253,524012,866.96
17255,524014,678.27
17259,524018,831.44
17263,524022,749.65
17266,524025,1179.6399999999999
17270,524038,757.3100000000001
17272,524077,607.19
17273,524079,668.3
17274,524087,1675.24
17276,524092,992.73
17278,524094,995.5
17280,524096,934.8
17281,524097,868.5
17282,524098,2190.94
17283,524099,1248.15
17286,524102,765.58
17292,524108,1295.25
17293,524109,758.9
17296,524112,1297.97
17298,524115,692.7
17301,524118,1464.6
17306,524125,2245.93
17309,524139,1687.17
17317,524147,3787.88
17323,524153,1760.71
17324,524155,3787.88
17326,524159,10468.8
17328,524162,2769.9
17335,524174,11880.84
17336,524175,1343.44
17340,524181,33167.8
17341,524182,6069.6
17343,524184,605.79
17344,524185,3138.04
17362,524203,881.1
17364,524205,900.08
17370,524212,1064.7
17373,524215,1051.11
17374,524218,602.38
17381,524267,805.68
17384,524270,717.57
17395,524288,603.9799999999999
17406,524299,1532.1
17409,524302,620.8100000000001
17414,524307,1238.81
17415,524308,629.36
17423,524317,1085.72
17429,524323,739.13
17432,524327,1643.11
17460,524368,1846.54
17468,524387,673.51
17469,524388,955.51
17476,524409,633.3199999999999
17484,524419,711.18
17485,524420,665.33
17490,524437,5134.26
17493,524446,1681.74
17494,524482,613.2
17496,524484,1078.57
17501,524489,937.54
17517,524517,704.85
17521,524521,672.0600000000001
17524,524524,955.9
17526,524526,824.86
17547,524558,1488.75
17585,524602,1107.6
17593,524610,753.4399999999999
17594,524611,614.3000000000001
17596,524613,807.15
17601,524618,956.6
17604,524621,1916.8799999999999
17606,524624,1256.26
17618,524691,1233.44
17630,524706,6332.63
17633,524711,2545.85
17635,524714,2545.85
17641,524720,684.82
17644,524723,975.5
17647,524726,1554.17
17649,524728,912.9000000000001
17650,524729,1149.6
17651,524730,809.44
17654,524747,1194.66
17660,524765,1625.3999999999999
17665,524828,1099.5
17668,524832,919.7
17669,524833,1233.61
17670,524834,610.6
17673,524837,3196.48
17676,524841,632.68
17691,524864,1616.44
17700,524874,5715.8
17705,524879,727.35
17708,524909,5326.68
17712,524932,646.3199999999999
17716,524937,868.33
17717,524938,963.36
17725,524953,834.4399999999999
17728,524957,821.84
17739,524969,2971.06
17741,524971,612.0
17742,524972,917.16
17759,524999,1800.16
17767,525008,2443.98
17769,525010,628.1
17770,525011,2736.16
17771,525012,751.95
17772,525013,1280.16
17776,525017,1914.8
17778,525019,601.03
17779,525020,1018.36
17781,525022,655.85
17786,525030,679.79
17792,525037,4623.34
17810,525059,1581.52
17816,525066,789.23
17818,525068,665.63
17820,525071,614.06
17823,525074,715.1
17824,525075,720.06
17828,525081,880.7
17835,525088,610.25
17842,525095,1408.52
17844,525097,1281.82
17846,525102,1285.58
17851,525107,1220.16
17852,525108,628.31
17855,525112,837.78
17856,525113,2366.12
17860,525145,1146.24
17865,525167,1037.28
17883,525221,2293.45
17922,525276,1371.62
17930,525284,1553.4
17932,525286,4377.5199999999995
17945,525299,942.0
17946,525300,647.1
17949,525303,635.75
17953,525307,910.98
17962,525317,1710.82
17964,525335,2816.48
17966,525355,856.06
17967,525360,606.1899999999999
17971,525399,10468.8
17972,525401,790.79
17974,525403,2769.9
17988,525421,845.0
18004,525438,2486.34
18005,525439,946.32
18006,525440,677.0
18007,525441,598.5
18013,525448,1136.97
18018,525455,642.54
18021,525458,1516.91
18025,525465,1343.44
18031,525473,7044.79
18033,525475,2285.31
18040,525482,1399.36
18041,525483,691.52
18045,525494,594.83
18049,525498,2545.85
18051,525503,2366.4
18071,525524,856.84
18077,525564,1106.7
18083,525571,1299.85
18088,525577,1173.78
18092,525583,1035.1
18094,525585,1824.0
18097,525639,1610.76
18103,525698,1962.8
18104,525700,669.28
18106,525702,805.2
18112,525708,1627.2
18118,525714,1018.5
18120,525716,1121.28
18126,525723,616.5
18131,525728,1669.78
18135,525732,708.11
18151,525750,856.64
18154,525753,2510.11
18156,525755,1471.08
18160,525760,2990.44
18161,525761,929.4
18164,525764,3084.02
18168,525787,699.0
18175,525826,662.4
18189,525840,833.53
18197,525860,832.3000000000001
18200,525863,1256.1599999999999
18207,525870,655.59
18213,525877,1070.0
18214,525878,2027.7
18215,525879,1233.15
18217,525882,1725.11
18218,525883,773.01
18237,525906,1177.5
18240,525913,939.1800000000001
18245,525928,1724.54
18251,525943,1115.8700000000001
18259,525952,872.58
18265,525964,1367.1
18267,525966,992.67
18269,525968,6082.08
18271,525970,4045.0
18278,525977,1650.0
18282,525981,984.1500000000001
18291,526084,5245.18
18292,526085,1012.15
18295,526089,3767.62
18297,526091,759.34
18300,526094,777.96
18305,526109,5056.46
18311,526120,1781.7
18314,526123,1213.6799999999998
18324,526140,634.35
18327,526145,597.4
18330,526151,1989.29
18334,526155,4486.11
18339,526161,653.22
18346,526168,876.41
18347,526169,835.86
18357,526180,1067.12
18371,526194,948.93
18379,526204,875.59
18389,526214,1198.82
18390,526215,669.9300000000001
18392,526217,680.4300000000001
18397,526222,683.79
18401,526226,819.0
18405,526230,808.46
18414,526239,3648.6
18417,526242,787.79
18420,526245,910.44
18423,526248,757.05
18440,526265,612.4300000000001
18441,526267,4215.74
18444,526271,782.6
18447,526276,1385.7
18458,526383,656.16
18460,526385,810.0
18466,526392,689.46
18468,526394,1044.38
18476,526403,1651.86
18477,526404,988.36
18478,526405,1569.1399999999999
18480,526407,783.9
18484,526411,1136.7
18499,526426,949.24
18510,526462,745.0
18522,526487,817.3
18532,526497,1390.54
18533,526498,641.76
18545,526510,725.02
18547,526513,598.57
18553,526564,737.82
18554,526575,1282.75
18555,526585,5698.8
18567,526621,1057.68
18580,526638,1868.11
18581,526639,1722.45
18584,526642,741.88
18589,526647,716.59
18604,526664,618.12
18605,526665,1530.6200000000001
18608,526669,654.57
18614,526710,1116.26
18615,526712,1396.34
18616,526713,1160.0
18617,526715,704.36
18621,526719,1262.48
18630,526738,1465.12
18632,526745,1316.2
18643,526756,1132.53
18644,526757,990.18
18647,526760,631.9300000000001
18648,526761,11184.3
18655,526806,2485.48
18659,526838,714.15
18660,526841,608.13
18662,526843,756.4
18663,526845,5557.78
18670,526853,1340.42
18672,526856,1108.44
18673,526857,659.48
18675,526860,2667.88
18686,526871,803.12
18693,526890,1287.0
18695,526892,620.5699999999999
18697,526894,1057.8
18698,526897,913.5
18700,526900,1685.21
18711,526911,690.78
18712,526913,849.9
18713,526914,684.19
18715,526916,1516.62
18721,526928,816.8399999999999
18722,526930,1128.06
18724,526933,634.2
18725,526934,26007.08
18726,526935,824.7
18727,526936,1024.32
18729,526938,1783.68
18731,526941,657.75
18735,526945,2832.48
18741,527021,1115.33
18748,527040,612.8100000000001
18749,527041,1533.8899999999999
18750,527042,1334.48
18753,527045,654.8
18760,527052,634.22
18771,527064,912.1
18774,527068,1041.21
18775,527069,634.24
18779,527073,1070.21
18783,527077,907.1999999999999
18800,527096,791.22
18804,527101,1325.0
18807,527104,1476.85
18810,527110,622.25
18813,527113,4733.52
18814,527114,662.91
18815,527115,816.97
18823,527123,973.68
18824,527124,12695.14
18826,527126,603.6
18829,527129,727.83
18830,527130,636.36
18833,527133,920.76
18839,527139,806.46
18845,527145,5231.0599999999995
18849,527149,601.29
18854,527155,1673.03
18858,527174,3950.97
18864,527204,1311.6
18879,527256,653.25
18880,527257,1108.44
18881,527258,2667.88
18882,527261,1351.8000000000002
18889,527271,2225.17
18890,527273,2225.71
18894,527277,805.38
18895,527278,1125.08
18896,527279,819.55
18909,527293,674.9
18913,527297,1004.82
18921,527306,719.65
18937,527340,830.12
18945,527349,734.8199999999999
18949,527354,1356.0
18954,527360,749.66
18955,527361,660.4
18968,527375,702.59
18984,527392,639.26
18985,527393,1917.0
18991,527399,634.2
18992,527400,1561.26
18996,527404,693.88
19003,527413,846.89
19006,527416,2392.46
19008,527418,2518.0
19010,527420,965.86
19012,527423,965.85
19016,527428,1337.63
19022,527436,1795.91
19030,527444,1270.87
19040,527454,1689.12
19046,527461,892.5200000000001
19070,527494,992.4499999999999
19072,527496,638.11
19076,527502,1735.92
19079,527505,648.64
19085,527512,703.85
19089,527520,2290.46
19130,527688,1320.0
19141,527713,681.5
19150,527728,1239.23
19159,527754,898.87
19160,527759,1201.1000000000001
19172,527773,721.5600000000001
19175,527776,1269.74
19178,527789,1695.75
19179,527796,4098.96
19185,527870,14583.78
19196,527889,780.25
19197,527890,1273.21
19203,527908,885.9300000000001
19204,527910,924.8000000000001
19215,527928,983.8
19217,527933,651.4
19220,527937,679.1500000000001
19225,527942,683.08
19232,527950,1044.66
19233,527951,1681.17
19239,527957,2269.86
19247,527965,1405.06
19252,527971,2120.09
19253,527972,692.3
19266,528053,751.3
19268,528055,815.88
19275,528070,1543.2
19289,528085,1058.16
19302,528102,614.78
19304,528105,680.8100000000001
19316,528118,2180.0
19317,528119,1128.0
19327,528129,623.89
19334,528137,1291.68
19338,528141,1775.39
19339,528142,917.75
19340,528145,1724.37
19341,528146,877.7
19342,528147,630.77
19347,528154,639.3
19350,528158,1736.13
19351,528159,2255.96
19357,528166,627.0500000000001
19364,528176,610.01
19376,528271,1129.1100000000001
19377,528276,1509.8
19378,528304,935.01
19381,528307,1089.34
19383,528310,1155.6
19386,528313,609.0
19397,528325,683.16
19403,528331,2013.74
19407,528336,696.19
19417,528353,940.04
19425,528363,1379.25
19435,528375,1377.0
19437,528377,648.26
19438,528382,1681.58
19444,528388,1377.0
19454,528405,809.7900000000001
19460,528417,740.05
19461,528419,914.7
19462,528420,780.25
19464,528423,765.0
19501,528474,1033.6
19504,528478,816.8
19508,528505,751.5400000000001
19514,528571,1087.76
19520,528577,4874.9
19522,528579,2764.0
19523,528580,764.04
19524,528581,1391.51
19534,528592,1311.2
19537,528595,1368.48
19545,528605,639.74
19548,528609,801.66
19552,528613,1405.91
19555,528616,1023.5
19567,528629,1872.44
19578,528640,883.49
19602,528727,913.64
19608,528733,1363.5
19627,528752,617.39
19631,528757,677.96
19640,528766,1108.19
19643,528769,1639.9099999999999
19656,528852,885.97
19657,528853,681.88
19668,528876,1352.96
19670,528881,1387.95
19722,528949,791.18
19724,528951,4227.0
19725,528952,1468.43
19727,528954,2900.57
19741,528968,1405.71
19744,528971,1199.44
19748,528985,731.36
19761,529068,1604.43
19772,529080,879.64
19776,529084,841.5
19777,529091,1571.74
19778,529093,1013.15
19788,529130,1536.04
19790,529132,900.36
19791,529133,1746.21
19803,529146,888.3599999999999
19809,529152,1170.0
19812,529156,1145.11
19817,529161,834.89
19818,529162,708.78
19822,529166,761.7600000000001
19824,529168,932.49
19829,529179,897.8000000000001
19833,529191,718.34
19835,529193,602.37
19838,529196,732.94
19839,529197,955.2
19841,529199,780.0
19845,529203,3083.12
19856,529215,698.15
19866,529296,1106.64
19876,529306,2434.5
19884,529315,2310.24
19887,529318,641.38
19892,529323,625.46
19894,529325,2382.35
19896,529327,720.6500000000001
19909,529340,767.4
19911,529342,721.06
19912,529344,1402.62
19917,529349,755.1
19918,529350,6325.08
19919,529351,874.36
19921,529356,2736.16
19922,529357,1155.6
19923,529358,734.75
19935,529504,2035.0
19940,529510,766.25
19974,529546,684.92
19981,529553,729.38
19993,529573,1102.64
19998,529582,781.5799999999999
20001,529585,755.55
20013,529597,2328.58
20014,529598,790.41
20016,529600,884.35
20019,529603,677.8199999999999
20020,529604,616.2
20022,529607,733.8000000000001
20023,529608,871.8000000000001
20024,529609,621.0
20026,529611,840.41
20027,529613,3941.9999999999995
20028,529614,1088.6399999999999
20029,529615,639.36
20035,529621,614.25
20036,529622,894.4
20041,529627,866.65
20042,529628,960.0
20051,529709,1444.58
20061,529720,1421.29
20064,529727,2825.85
20070,529746,6312.12
20074,529763,912.63
20076,529766,796.39
20082,529786,1435.29
20090,529796,714.46
20096,529803,1192.2
20104,529811,621.35
20126,529835,801.1
20130,529839,912.03
20132,529841,1029.29
20138,529847,783.24
20139,529848,596.8
20149,529924,611.53
20150,529934,694.18
20167,529985,1237.99
20172,529990,1063.48
20175,529994,1178.47
20179,529998,1435.29
20192,530015,1156.95
20198,530060,3056.0699999999997
20199,530061,1102.42
20200,530062,791.0400000000001
20201,530064,763.55
20218,530087,2311.01
20235,530123,603.75
20251,530139,1870.1100000000001
20252,530140,3020.5299999999997
20280,530178,732.6
20284,530223,715.24
20288,530259,1553.77
20297,530272,870.3
20302,530288,799.42
20304,530296,721.28
20307,530299,755.8199999999999
20311,530303,1065.9
20332,530325,2860.44
20336,530329,1061.3300000000002
20339,530332,2055.41
20352,530346,2613.94
20356,530350,617.3
20390,530391,4862.16
20392,530393,616.25
20393,530394,660.2
20394,530395,734.72
20395,530396,738.0
20416,530420,1000.65
20418,530422,2481.67
20422,530426,1055.53
20427,530432,761.3000000000001
20428,530433,619.5
20429,530434,3153.8
20444,530513,1970.4
20445,530514,8661.8
20446,530515,866.3800000000001
20458,530544,1250.4
20471,530562,599.17
20480,530571,693.78
20484,530576,1220.16
20485,530577,618.5999999999999
20490,530588,1993.34
20492,530590,997.61
20540,530642,648.0
20541,530646,640.26
20542,530647,640.26
20543,530648,3621.66
20549,530654,638.0699999999999
20556,530661,761.0600000000001
20562,530708,2389.62
20564,530714,7325.679999999999
20565,530715,17022.239999999998
20567,530717,644.4
20568,530718,882.96
20576,530753,2395.73
20577,530763,1174.55
20580,530785,829.18
20582,530792,1525.39
20587,530799,3993.6400000000003
20595,530810,627.51
20599,530814,612.0
20606,530834,2074.42
20611,530840,1321.42
20613,530843,1068.93
20616,530846,1277.49
20620,530850,3879.46
20674,530904,653.37
20680,530912,1016.45
20685,530917,640.95
20687,530922,676.06
20694,530932,1352.94
20702,530947,891.46
20705,530951,607.43
20710,530957,1395.06
20719,530966,2292.18
20722,530969,909.58
20723,530970,2570.77
20731,530980,1836.1
20732,530981,1805.0
20734,530998,697.47
20741,531010,1345.8600000000001
20746,531036,3424.08
20752,531064,644.9300000000001
20753,531069,2496.96
20757,531114,1028.58
20763,531123,1376.1
20769,531130,1300.15
20774,531138,2147.82
20817,531190,719.1700000000001
20818,531202,1090.98
20819,531204,5321.16
20820,531205,620.0
20822,531207,611.86
20828,531214,695.22
20844,531231,1439.72
20849,531237,728.76
20861,531251,819.75
20865,531255,1160.9
20873,531271,782.3199999999999
20884,531336,930.7
20890,531343,1003.59
20897,531350,1116.05
20899,531352,739.92
20901,531354,863.42
20904,531358,750.58
20905,531359,728.8
20911,531366,804.95
20916,531371,926.81
20917,531372,951.82
20919,531374,596.7
20921,531376,640.0
20923,531378,604.8199999999999
20927,531382,1304.28
20931,531387,3110.2799999999997
20939,531395,2520.84
20954,531411,6706.71
20973,531433,668.861
20976,531437,737.56
20994,531464,655.9200000000001
20996,531467,817.68
20998,531469,674.04
21001,531472,907.5600000000001
21006,531477,725.54
21007,531478,2253.22
21017,531489,3331.8
21025,531506,1293.59
21027,531508,1041.98
21033,531515,1786.02
21034,531516,45332.97
21036,531544,2807.9
21048,531558,1115.46
21051,531561,4098.96
21056,531568,819.35
21064,531578,712.32
21067,531581,748.73
21070,531586,677.96
21071,531641,1060.2
21074,531690,11274.24
21081,531728,596.79
21084,531731,667.54
21085,531732,714.82
21086,531733,1729.23
21094,531741,1119.16
21097,531745,1915.4
21109,531760,830.8000000000001
21111,531762,894.3800000000001
21112,531763,1002.88
21121,531773,809.71
21122,531774,1036.2
21123,531776,1379.68
21130,531791,916.0500000000001
21131,531792,1384.88
21134,531799,3119.0
21135,531800,654.66
21142,531809,653.1
21151,531825,831.36
21162,531837,3525.52
21164,531839,1402.8000000000002
21165,531840,1196.48
21166,531842,942.8
21167,531843,3391.29
21178,531861,2287.26
21183,531866,18122.17
21184,531867,1061.8400000000001
21186,531869,892.1500000000001
21187,531870,1963.1999999999998
21194,531903,644.89
21195,531910,1003.61
21198,531922,763.92
21202,531950,765.0
21204,531957,765.0
21205,531960,978.23
21207,531971,1121.14
21210,531985,809.5799999999999
21211,532004,694.1999999999999
21246,532048,849.72
21249,532051,609.58
21253,532055,821.0600000000001
21254,532056,1445.69
21261,532063,3016.49
21264,532076,635.13
21267,532083,1415.44
21269,532085,1063.94
21270,532087,1176.65
21288,532107,724.58
21290,532109,1248.42
21294,532116,595.5
21301,532123,634.74
21314,532139,4118.57
21315,532140,4027.5
21316,532141,1195.0
21320,532146,786.7
21325,532151,851.76
21331,532163,2552.79
21340,532252,2318.95
21346,532282,1508.35
21348,532285,666.72
21359,532296,3465.0
21360,532297,1233.75
21368,532305,2301.96
21379,532316,741.59
21380,532317,1092.81
21381,532318,609.95
21384,532325,728.87
21400,532346,1311.6
21405,532351,600.05
21407,532354,1079.6
21411,532358,4176.0
21424,532382,1222.65
21425,532384,610.0600000000001
21432,532419,3829.67
21434,532421,962.97
21453,532443,690.79
21455,532449,1336.35
21457,532470,665.7
21487,532566,637.94
21503,532582,5398.24
21505,532585,1084.6200000000001
21510,532591,732.0
21518,532607,761.6
21524,532613,4008.59
21528,532617,748.4
21531,532629,643.71
21533,532635,1250.45
21539,532642,3874.1
21540,532643,612.0
21559,532663,1343.9
21572,532677,1253.3700000000001
21575,532680,617.53
21583,532725,705.61
21590,532749,1370.16
21597,532756,839.36
21609,532798,721.49
21612,532801,804.8100000000001
21628,532817,862.17
21631,532821,620.73
21632,532822,1122.48
21633,532823,2716.34
21636,532826,3675.39
21639,532829,3092.4
21659,532853,2442.0
21666,532901,684.4200000000001
21668,532935,669.25
21672,532953,4747.75
21674,532955,1140.15
21675,532956,1185.1799999999998
21679,532961,1452.3
21682,532964,1097.79
21699,532983,924.07
21708,532993,3751.7
21723,533009,1228.8000000000002
21730,533027,49844.990000000005
21732,533029,1089.93
21735,533047,1089.24
21736,533053,641.4
21745,533065,3108.89
21747,533067,911.12
21753,533074,2561.94
21754,533075,616.25
21757,533078,765.9
21759,533080,849.0699999999999
21761,533083,749.8
21766,533088,11229.99
21773,533096,666.57
21781,533106,710.1
21790,533120,4604.38
21799,533134,825.94
21801,533136,1797.06
21808,533143,1055.0
21810,533145,5163.04
21816,533154,1322.33
21821,533162,850.0
21831,533280,3924.42
21833,533288,700.89
21835,533290,818.89
21837,533292,804.1
21839,533294,1547.52
21843,533301,1382.05
21846,533313,598.64
21849,533316,876.36
21850,533318,718.44
21858,533336,1552.23
21860,533338,3906.83
21869,533348,3981.99
21873,533352,646.0
21876,533355,7611.82
21879,533358,643.0
21883,533362,694.6
21884,533363,628.51
21885,533364,606.14
21888,533368,1109.24
21890,533370,755.0
21893,533374,875.81
21895,533376,754.7
21898,533381,604.2
21903,533423,785.39
21909,533452,767.8000000000001
21912,533459,813.5
21913,533460,725.88
21914,533461,645.88
21917,533466,883.54
21921,533472,765.36
21933,533484,1411.3600000000001
21943,533496,641.0600000000001
21955,533509,751.15
21958,533516,2318.27
21979,533547,1008.86
21991,533561,655.64
22000,533573,837.62
22003,533576,695.17
22004,533577,1438.85
22014,533588,803.9999999999999
22020,533595,1070.63
22026,533625,662.4000000000001
22036,533717,942.02
22040,533734,660.71
22043,533737,4235.04
22046,533740,3466.4
22047,533741,833.33
22048,533750,1056.37
22052,533757,1331.0400000000002
22053,533759,688.4
22057,533763,800.1
22060,533766,1128.0
22061,533767,1034.76
22089,533799,686.79
22097,533818,853.86
22099,533820,2977.73
22100,533821,759.18
22120,533862,620.1600000000001
22123,533877,889.8
22129,533896,786.08
22141,533952,1825.08
22142,533953,1050.76
22147,533959,1040.0
22152,533964,677.25
22153,533965,792.49
22154,533966,971.15
22159,533972,943.0600000000001
22160,533973,791.01
22165,533978,740.0
22175,533989,643.62
22179,533996,1563.65
22182,534003,731.58
22183,534006,4742.33
22185,534011,622.56
22189,534030,605.4
22192,534034,616.02
22193,534035,916.12
22194,534036,672.0
22196,534038,602.95
22203,534048,1190.3999999999999
22204,534049,836.08
22216,534061,1277.6200000000001
22228,534083,600.0
22234,534114,779.62
22246,534164,774.38
22253,534171,644.9
22254,534172,1130.48
22269,534187,1237.23
22270,534188,718.02
22288,534209,2146.31
22296,534217,680.8
22301,534222,842.0
22309,534232,641.52
22324,534289,4042.23
22326,534319,3717.83
22327,534321,807.85
22333,534364,1876.51
22339,534375,663.8
22342,534378,861.41
22352,534389,3650.42
22355,534392,608.7
22356,534393,600.0
22358,534395,864.0
22359,534396,2005.68
22360,534397,665.17
22366,534403,813.14
22372,534410,1109.75
22387,534447,733.85
22399,534459,3891.06
22405,534466,628.51
22407,534468,1634.4
22439,534501,1784.99
22442,534504,713.85
22443,534505,887.3999999999999
22444,534506,728.3199999999999
22454,534517,768.9
22458,534526,1108.88
22462,534555,761.3
22474,534640,2646.7000000000003
22479,534648,659.46
22487,534656,1097.41
22505,534679,609.95
22519,534697,609.19
22522,534701,1709.15
22525,534704,969.16
22526,534705,684.8
22529,534708,694.12
22530,534709,4624.53
22537,534716,3013.0
22539,534719,1519.28
22549,534737,657.73
22562,534750,9278.94
22563,534751,826.81
22564,534752,1001.6
22566,534754,825.0799999999999
22567,534755,616.6
22568,534756,1097.36
22571,534760,720.0
22574,534763,2612.89
22579,534768,645.4000000000001
22593,534793,2514.72
22599,534801,747.26
22606,534810,1387.2
22615,534822,602.61
22617,534830,670.9
22629,534847,919.62
22638,534859,6203.01
22642,534864,619.57
22645,534869,880.8
22655,534884,731.1
22666,534934,1089.5
22678,535018,888.47
22680,535037,985.2
22688,535080,695.8000000000001
22697,535090,765.72
22698,535091,669.59
22708,535104,15070.22
22711,535107,1365.79
22715,535124,735.9000000000001
22716,535131,1429.9
22718,535173,595.6
22719,535181,615.8
22729,535228,1275.0
22732,535235,940.9
22736,535243,876.0
22743,535251,722.28
22744,535252,756.3599999999999
22748,535257,700.9200000000001
22756,535265,643.89
22760,535269,883.81
22765,535274,982.33
22771,535283,662.77
22777,535308,900.5000000000001
22779,535311,1301.76
22787,535319,990.37
22789,535321,1938.4
22790,535322,4312.8099999999995
22843,535389,662.01
22845,535391,749.6500000000001
22847,535393,594.15
22850,535396,617.05
22860,535407,4786.59
22861,535408,632.23
22865,535413,4713.26
22871,535419,1172.38
22872,535421,804.3299999999999
22884,535437,1018.5600000000001
22889,535465,606.25
22890,535466,755.15
22896,535472,871.58
22903,535485,908.97
22904,535487,1103.25
22908,535531,743.74
22911,535565,1192.8600000000001
22914,535576,712.09
22919,535586,738.86
22926,535593,739.77
22928,535615,962.0200000000001
22954,535662,679.15
22957,535666,1428.21
22963,535673,619.4000000000001
22984,535777,663.96
22997,535794,838.86
23003,535801,1166.37
23005,535803,1085.9
23031,535831,949.82
23034,535834,1096.18
23035,535835,5217.4
23036,535836,816.47
23039,535839,634.32
23047,535858,782.58
23049,535879,1021.08
23054,535902,2340.34
23055,535907,1113.6
23056,535912,1163.88
23058,535937,1031.88
23063,535948,936.14
23066,535951,1091.65
23067,535952,1218.27
23068,535953,838.36
23072,535958,679.9000000000001
23073,535959,747.1600000000001
23088,535984,891.4
23091,535988,3321.3799999999997
23092,535989,1359.12
23093,535990,871.2
23095,535992,659.1
23096,535993,1184.95
23101,535998,845.0600000000001
23104,536001,814.2
23112,536009,16554.88
